_id,term,frequency,kb_id,type
67118a0ca620e436ef12e5e7,"1,320.00.-",3,,MONEY
67118a0ca620e436ef12e611,77.2-824,3,,MONEY
67118a0ca620e436ef12e647,710398,6,,MONEY
67118a0ca620e436ef12e677,2055,6,,MONEY
67118a0ca620e436ef12e6c4,80.70,3,,MONEY
67118a0ca620e436ef12e6c5,60.13,3,,MONEY
67118a0ca620e436ef12e6c6,56.55,3,,MONEY
67118a0ca620e436ef12e6c7,19.93,3,,MONEY
67118a0ca620e436ef12e6c8,19.95,3,,MONEY
67118a0ca620e436ef12e6c9,170.05,3,,MONEY
67118a0ca620e436ef12e708,105429,3,,MONEY
67118a0ca620e436ef12e722,12.55,3,,MONEY
67118a0ca620e436ef12e750,112073,3,,MONEY
67118a0ca620e436ef12e759,$161.00 service,3,,MONEY
67118a0ca620e436ef12e765,6776,3,,MONEY
67118a0ca620e436ef12e7a8,480354,3,,MONEY
67118a0ca620e436ef12e7bd,195.97,3,,MONEY
67118a0ca620e436ef12e7e3,344,3,,MONEY
67118a0ca620e436ef12e822,119,3,,MONEY
67118a0ca620e436ef12e82f,285,33,,MONEY
67118a0ca620e436ef12e851,128.66,9,,MONEY
67118a0ca620e436ef12e867,141414,3,,MONEY
67118a0ca620e436ef12e879,217.46,3,,MONEY
67118a0ca620e436ef12e87a,287.16,3,,MONEY
67118a0ca620e436ef12e87b,243.13,3,,MONEY
67118a0ca620e436ef12e87c,221.60,6,,MONEY
67118a0ca620e436ef12e88d,.085,3,,MONEY
67118a0ca620e436ef12e8e7,4032353,6,,MONEY
67118a0ca620e436ef12e90d,124,3,,MONEY
67118a0ca620e436ef12e913,r557-4sick,3,,MONEY
67118a0ca620e436ef12e944,317.99,3,,MONEY
67118a0ca620e436ef12e957,850619,3,,MONEY
67118a0ca620e436ef12e972,113316,3,,MONEY
67118a0ca620e436ef12e991,50850,3,,MONEY
67118a0ca620e436ef12e9da,150a,3,,MONEY
67118a0ca620e436ef12e9df,"1,175.32",3,,MONEY
67118a0ca620e436ef12ea06,"6/6,1,2",3,,MONEY
67118a0ca620e436ef12ea1b,#40 96,3,,MONEY
67118a0ca620e436ef12ea53,5675,3,,MONEY
67118a0ca620e436ef12ea65,3/58 38601a,3,,MONEY
67118a0ca620e436ef12eaf0,007,3,,MONEY
67118a0ca620e436ef12eb0b,59.34,3,,MONEY
67118a0ca620e436ef12eb1c,705256,3,,MONEY
67118a0ca620e436ef12eb5f,159955l,3,,MONEY
67118a0ca620e436ef12eb7d,710095,3,,MONEY
67118a0ca620e436ef12ebbd,152.99,3,,MONEY
67118a0ca620e436ef12ebf9,181.00 47.00 00.00,3,,MONEY
67118a0ca620e436ef12ebfa,131.00 106.00,3,,MONEY
67118a0ca620e436ef12ec00,110.64,3,,MONEY
67118a0ca620e436ef12ec21,26.88,3,,MONEY
67118a0ca620e436ef12ec2a,2318,3,,MONEY
67118a0ca620e436ef12ec32,342,3,,MONEY
