_id,term,frequency,kb_id,type
67118a1aa620e436ef137c73,vie athens,3,,LOC
67118a1aa620e436ef137d87,reroa null reroa,3,,LOC
67118a1aa620e436ef137e8e,"left
",3,,LOC
67118a1aa620e436ef137f49,columbus o.,3,,LOC
67118a1aa620e436ef137fab,midwest,3,,LOC
67118a1aa620e436ef138024,middle u. d. cert,3,,LOC
67118a1aa620e436ef1380ff,midie         ,3,,LOC
67118a1aa620e436ef13812c,mt. clare yard,12,,LOC
67118a1ba620e436ef1381fd,engineer ahrends,6,,LOC
67118a1ba620e436ef138227,laborer pataskala5-,3,,LOC
67118a1ba620e436ef138294,"w mtr
",3,,LOC
67118a1ba620e436ef1382b8,mt. clare cumbo,3,,LOC
67118a1ba620e436ef138326,"punxy
dubois",3,,LOC
67118a1ba620e436ef13834d,lake lynn,3,,LOC
67118a1ba620e436ef138444,drive ore,3,,LOC
67118a1ba620e436ef138449,cocos,3,,LOC
67118a1ba620e436ef13848f,"laborer
3-",3,,LOC
67118a1ba620e436ef138491,"brakeman
dates",3,,LOC
67118a1ba620e436ef138534,hobey st,3,,LOC
67118a1ba620e436ef13853e,w .60,3,,LOC
67118a1ba620e436ef13855e,mons b.p./o,3,,LOC
67118a1ba620e436ef13858e,suprv,3,,LOC
67118a1ba620e436ef1385f3,"curtis bay
occupation",3,,LOC
67118a1ba620e436ef1386df,dubois ft,3,,LOC
67118a1ba620e436ef13876d,ostheor,3,,LOC
67118a1ba620e436ef13880b,"12-
rg6238b
",3,,LOC
67118a1ba620e436ef138843,"laborer
9-",3,,LOC
67118a1ba620e436ef1388cf,helper fairmont,3,,LOC
67118a1ba620e436ef1388d9,"road roll
baltimore",3,,LOC
67118a1ba620e436ef13892a,k.b.s,3,,LOC
67118a1ba620e436ef1389a0,"lawrence
.12",3,,LOC
67118a1ba620e436ef1389b9,milllary sion,3,,LOC
67118a1ba620e436ef1389de,"b&f
",3,,LOC
67118a1ba620e436ef1389fa,"n22 
10/12/26",3,,LOC
67118a1ba620e436ef138a9f,mt.air tunnel,3,,LOC
67118a1ba620e436ef138b27,middle eugene,3,,LOC
67118a1ba620e436ef138b7d,date occuption,3,,LOC
67118a1ba620e436ef138bda,time east,3,,LOC
67118a1ba620e436ef138c8e,hol,3,,LOC
67118a1ba620e436ef138cb6,northwestern univ,3,,LOC
67118a1ba620e436ef138e3d,c.r.r.c.,3,,LOC
67118a1ba620e436ef138e6e,facilities buffalo,3,,LOC
